timestamp,location_x,location_y,location_z,orientation_roll,orientation_pitch,orientation_yaw,gyroscope_x,gyroscope_y,gyroscope_z,accelerometer_x,accelerometer_y,accelerometer_z,magnetometer_x,magnetometer_y,magnetometer_z,lidar_forward,lidar_backward,lidar_left,lidar_right,lidar_bottom,collision_status,collision_location_x,collision_location_y,collision_location_z
1729669507382,129.93109130859375,-1010.2930297851562,422.7627868652344,-7.532853126525879,-9.9762601852417,56.29003143310547,12.444087028503418,0.07609935104846954,17.42024040222168,794.7944946289062,-34.376224517822266,21.039525985717773,0.5465975403785706,0.8192795515060425,-0.17324012517929077,24.37233543395996,6.013611316680908,8.657354354858398,9.636924743652344,4.324409484863281,0.0,0.0,0.0,0.0
1729669508360,478.6712646484375,-434.6337585449219,299.7171630859375,1.7237732410430908,-9.977838516235352,84.71143341064453,2.2635281085968018,-0.09489072859287262,30.44627571105957,638.4064331054688,23.525657653808594,13.562820434570312,0.09077775478363037,0.980682373046875,-0.17326724529266357,17.26702880859375,10.893865585327148,11.996112823486328,21.54256248474121,3.0391321182250977,0.0,0.0,0.0,0.0
1729669509344,793.2348022460938,211.56021118164062,168.9859619140625,1.9984121322631836,-9.999659538269043,114.77046966552734,0.013325599022209644,-0.0023347018286585808,30.528064727783203,-184.99652099609375,217.80751037597656,68.7569351196289,-0.41261932253837585,0.8942000269889832,-0.1736423224210739,3.9348032474517822,19.17963218688965,9.724530220031738,27.182031631469727,1.7115235328674316,0.0,0.0,0.0,0.0
1729669510307,991.077880859375,618.0457763671875,105.4686508178711,1.9999899864196777,-9.999996185302734,144.59194946289062,8.05109302746132e-05,-2.5187273422488943e-05,30.553451538085938,-59.24222946166992,174.65460205078125,427.49761962890625,-0.8026639819145203,0.5705934166908264,-0.17364811897277832,6.042825222015381,8.498372077941895,10.759191513061523,25.92742347717285,1.0661622285842896,1.0,964.9803466796875,564.6243896484375,0.5361256003379822
1729669511425,1134.6571044921875,913.0429077148438,105.57337188720703,2.0,-10.0,179.55563354492188,2.212938596812819e-07,-1.0868019018062114e-07,31.47284507751465,44.84141159057617,98.40904235839844,54.28423309326172,-0.984778106212616,0.007637703791260719,-0.1736481785774231,6.048853397369385,5.468790531158447,5.855172634124756,24.179574966430664,1.0672261714935303,0.0,0.0,0.0,0.0
1729669512391,1211.68212890625,1071.298583984375,105.57331848144531,2.0,-10.0,-150.37188720703125,1.3695947709280176e-09,-9.158570013489964e-10,30.631460189819336,57.725040435791016,39.783912658691406,29.30122947692871,-0.8560464978218079,-0.48685795068740845,-0.1736481785774231,6.0488505363464355,5.3914055824279785,4.9312872886657715,9.242877960205078,1.067225694656372,0.0,0.0,0.0,0.0
1729669513362,1261.6405029296875,1174.1419677734375,105.57328796386719,1.991112232208252,-7.162782669067383,-132.26390075683594,-0.054915353655815125,17.530414581298828,5.688897132873535,43.54979705810547,12.646353721618652,14.976852416992188,-0.6672977805137634,-0.7342795133590698,-0.1246887668967247,8.359905242919922,4.413461208343506,4.844592571258545,5.54288387298584,1.0592727661132812,0.0,0.0,0.0,0.0
1729669514367,1294.64794921875,1241.959228515625,105.5732650756836,1.9995689392089844,14.372648239135742,-131.56802368164062,0.003382174763828516,5.263497829437256,0.033484723418951035,27.120529174804688,8.062589645385742,-16.891910552978516,-0.6427422165870667,-0.7247520685195923,0.24822747707366943,17.790706634521484,3.5357489585876465,3.8270602226257324,5.102169036865234,1.0849689245224,0.0,0.0,0.0,0.0
1729669515341,1134.2005615234375,1081.522216796875,178.7188262939453,2.0,15.0,-131.56402587890625,0.0,0.0,0.0,686.7503662109375,4.598042964935303,-9.442477226257324,-0.6408498883247375,-0.7227199673652649,0.258819043636322,14.236536026000977,5.765597343444824,6.21643590927124,7.266589641571045,1.845807433128357,0.0,0.0,0.0,0.0
1729669516315,662.98828125,564.7942504882812,374.8524169921875,2.0,8.088494300842285,-131.56402587890625,5.466268256315793e-15,-24.84897804260254,-5.247617661588433e-13,-319.3647155761719,5.389422416687012,-106.28939056396484,-0.6568564772605896,-0.740771472454071,0.14070241153240204,12.248196601867676,12.600635528564453,13.995414733886719,13.569131851196289,2.7711517810821533,0.0,0.0,0.0,0.0
1729669517276,328.98773193359375,197.44781494140625,442.39697265625,1.9993788003921509,5.020205020904541,-143.45181274414062,-0.0002105436724377796,-0.16469727456569672,-25.35605239868164,-196.1690216064453,-39.0453987121582,18.871652603149414,-0.8002746105194092,-0.5932141542434692,0.08750703930854797,11.975095748901367,16.79703140258789,16.16489601135254,21.13783073425293,4.438325881958008,1.0,351.0373840332031,221.81985473632812,547.1875
1729669518379,71.74356079101562,-78.17659759521484,442.2930908203125,1.999462366104126,0.1852664053440094,-146.5392303466797,0.004006093367934227,-1.5119144916534424,-0.2023313045501709,710.861328125,-19.93195343017578,6.106528282165527,-0.8342592120170593,-0.551362931728363,0.003233503084629774,20.83551788330078,19.196287155151367,18.90568733215332,17.093732833862305,4.420283794403076,0.0,0.0,0.0,0.0
1729669519328,-308.0607604980469,-390.4837646484375,435.8557434082031,2.0,5.96354022970423e-16,-151.56402587890625,0.0,1.2634918364858093e-15,-31.780414581298828,-208.43093872070312,-36.05756378173828,7.849574565887451,-0.8793498277664185,-0.47617635130882263,1.0408340855860843e-17,15.447981834411621,22.531105041503906,21.491430282592773,12.659015655517578,4.355849742889404,0.0,0.0,0.0,0.0
